County Name	Day of Report Date	New Cases	New Death	Total Cases	Total Death	Total_Cases_Count	Total_Death_Count
Lyon	24.Mar.22	0	0	9974	169	9974	169
Lyon	25.Mar.22	0	0	9974	169	9974	169
Lyon	26.Mar.22	0	0	9974	169	9974	169
Lyon	27.Mar.22	0	0	9974	169	9974	169
Lyon	28.Mar.22	0	0	9974	169	9974	169
Lyon	29.Mar.22	0	0	9974	169	9974	169
Lyon	30.Mar.22	22	1	9996	170	9996	170
Lyon	31.Mar.22	0	0	9996	170	9996	170
Lyon	1.Nis.22	0	0	9996	170	9996	170
Lyon	2.Nis.22	0	0	9996	170	9996	170
Lyon	3.Nis.22	0	0	9996	170	9996	170
Lyon	4.Nis.22	0	0	9996	170	9996	170
Lyon	5.Nis.22	0	0	9996	170	9996	170
Lyon	6.Nis.22	30	0	10026	170	10026	170
Lyon	7.Nis.22	0	0	10026	170	10026	170
Lyon	8.Nis.22	0	0	10026	170	10026	170
Lyon	9.Nis.22	0	0	10026	170	10026	170
Lyon	10.Nis.22	0	0	10026	170	10026	170
Lyon	11.Nis.22	0	0	10026	170	10026	170
Lyon	12.Nis.22	0	0	10026	170	10026	170
Lyon	13.Nis.22	30	1	10056	171	10056	171
Lyon	14.Nis.22	0	0	10056	171	10056	171
Lyon	15.Nis.22	0	0	10056	171	10056	171
Lyon	16.Nis.22	0	0	10056	171	10056	171
Lyon	17.Nis.22	0	0	10056	171	10056	171
Lyon	18.Nis.22	0	0	10056	171	10056	171
Lyon	19.Nis.22	0	0	10056	171	10056	171
Lyon	20.Nis.22	15	4	10071	175	10071	175
Lyon	21.Nis.22	0	0	10071	175	10071	175
Lyon	22.Nis.22	0	0	10071	175	10071	175
Lyon	23.Nis.22	0	0	10071	175	10071	175
Lyon	24.Nis.22	0	0	10071	175	10071	175
Lyon	25.Nis.22	0	0	10071	175	10071	175
Lyon	26.Nis.22	0	0	10071	175	10071	175
Lyon	27.Nis.22	10	0	10081	175	10081	175
Lyon	28.Nis.22	0	0	10081	175	10081	175
Lyon	29.Nis.22	0	0	10081	175	10081	175
Mineral	1.Oca.22	0	0	648	14	648	14
Mineral	2.Oca.22	0	0	648	14	648	14
Mineral	3.Oca.22	15	0	663	14	663	14
Mineral	4.Oca.22	0	0	663	14	663	14
Mineral	5.Oca.22	2	0	665	14	665	14
Mineral	6.Oca.22	0	0	665	14	665	14
Mineral	7.Oca.22	0	0	665	14	665	14
Mineral	8.Oca.22	0	0	665	14	665	14
Mineral	9.Oca.22	0	0	665	14	665	14
Mineral	10.Oca.22	6	0	671	14	671	14
Mineral	11.Oca.22	5	0	676	14	676	14
Mineral	12.Oca.22	3	0	679	14	679	14
Mineral	13.Oca.22	11	0	690	14	690	14
Mineral	14.Oca.22	24	0	714	14	714	14
Mineral	15.Oca.22	0	0	714	14	714	14
Mineral	16.Oca.22	0	0	714	14	714	14
Mineral	17.Oca.22	0	0	714	14	714	14
Mineral	18.Oca.22	29	0	743	14	743	14
Mineral	19.Oca.22	12	0	755	14	755	14
Mineral	20.Oca.22	3	0	758	14	758	14
Mineral	21.Oca.22	15	0	773	14	773	14
Mineral	22.Oca.22	0	0	773	14	773	14
Mineral	23.Oca.22	0	0	773	14	773	14
Mineral	24.Oca.22	23	0	796	14	796	14
Mineral	25.Oca.22	52	0	848	14	848	14
Mineral	26.Oca.22	1	0	849	14	849	14
Mineral	27.Oca.22	0	0	849	14	849	14
Mineral	28.Oca.22	33	1	882	15	882	15
Mineral	29.Oca.22	0	0	882	15	882	15
Mineral	30.Oca.22	0	0	882	15	882	15
Mineral	31.Oca.22	10	0	892	15	892	15
Mineral	1.Þub.22	1	0	893	15	893	15
Mineral	2.Þub.22	6	0	899	15	899	15
Mineral	3.Þub.22	3	0	902	15	902	15
Mineral	4.Þub.22	9	0	911	15	911	15
Mineral	5.Þub.22	0	0	911	15	911	15
Mineral	6.Þub.22	0	0	911	15	911	15
Mineral	7.Þub.22	2	0	913	15	913	15
Mineral	8.Þub.22	4	0	917	15	917	15
Mineral	9.Þub.22	3	0	920	15	920	15
Mineral	10.Þub.22	4	0	924	15	924	15
Mineral	11.Þub.22	5	0	929	15	929	15
Mineral	12.Þub.22	0	0	929	15	929	15
Mineral	13.Þub.22	0	0	929	15	929	15
Mineral	14.Þub.22	10	0	939	15	939	15
Mineral	15.Þub.22	1	0	940	15	940	15
Mineral	16.Þub.22	1	0	941	15	941	15
Mineral	17.Þub.22	0	0	941	15	941	15
Mineral	18.Þub.22	6	0	947	15	947	15
Mineral	19.Þub.22	0	0	947	15	947	15
Mineral	20.Þub.22	0	0	947	15	947	15
Mineral	21.Þub.22	0	0	947	15	947	15
Mineral	22.Þub.22	0	0	947	15	947	15
Mineral	23.Þub.22	4	0	951	15	951	15
Mineral	24.Þub.22	1	0	952	15	952	15
Mineral	25.Þub.22	4	0	956	15	956	15
Mineral	26.Þub.22	0	0	956	15	956	15
Mineral	27.Þub.22	0	0	956	15	956	15
Mineral	28.Þub.22	2	0	958	15	958	15
Mineral	1.Mar.22	1	0	959	15	959	15
Mineral	2.Mar.22	0	0	959	15	959	15
Mineral	3.Mar.22	0	0	959	15	959	15
Mineral	4.Mar.22	0	0	959	15	959	15
Mineral	5.Mar.22	0	0	959	15	959	15
Mineral	6.Mar.22	0	0	959	15	959	15
Mineral	7.Mar.22	0	1	959	16	959	16
Mineral	8.Mar.22	1	0	960	16	960	16
Mineral	9.Mar.22	0	0	960	16	960	16
Mineral	10.Mar.22	0	1	960	17	960	17
Mineral	11.Mar.22	0	0	960	17	960	17
Mineral	12.Mar.22	0	0	960	17	960	17
Mineral	13.Mar.22	0	0	960	17	960	17
Mineral	14.Mar.22	0	0	960	17	960	17
Mineral	15.Mar.22	0	0	960	17	960	17
Mineral	16.Mar.22	302	0	1262	17	1262	17
Mineral	17.Mar.22	0	0	1262	17	1262	17
Mineral	18.Mar.22	0	0	1262	17	1262	17
Mineral	19.Mar.22	0	0	1262	17	1262	17
Mineral	20.Mar.22	0	0	1262	17	1262	17
Mineral	21.Mar.22	0	0	1262	17	1262	17
Mineral	22.Mar.22	0	0	1262	17	1262	17
Mineral	23.Mar.22	-1	0	1261	17	1261	17
Mineral	24.Mar.22	0	0	1261	17	1261	17
Mineral	25.Mar.22	0	0	1261	17	1261	17
Mineral	26.Mar.22	0	0	1261	17	1261	17
Mineral	27.Mar.22	0	0	1261	17	1261	17
Mineral	28.Mar.22	0	0	1261	17	1261	17
Mineral	29.Mar.22	0	0	1261	17	1261	17
Mineral	30.Mar.22	1	0	1262	17	1262	17
Mineral	31.Mar.22	0	0	1262	17	1262	17
Mineral	1.Nis.22	0	0	1262	17	1262	17
Mineral	2.Nis.22	0	0	1262	17	1262	17
Mineral	3.Nis.22	0	0	1262	17	1262	17
Mineral	4.Nis.22	0	0	1262	17	1262	17
Mineral	5.Nis.22	0	0	1262	17	1262	17
Mineral	6.Nis.22	-1	0	1261	17	1261	17
Mineral	7.Nis.22	0	0	1261	17	1261	17
Mineral	8.Nis.22	0	0	1261	17	1261	17
Mineral	9.Nis.22	0	0	1261	17	1261	17
Mineral	10.Nis.22	0	0	1261	17	1261	17
Mineral	11.Nis.22	0	0	1261	17	1261	17
Mineral	12.Nis.22	0	0	1261	17	1261	17
Mineral	13.Nis.22	1	0	1262	17	1262	17
Mineral	14.Nis.22	0	0	1262	17	1262	17
Mineral	15.Nis.22	0	0	1262	17	1262	17
Mineral	16.Nis.22	0	0	1262	17	1262	17
Mineral	17.Nis.22	0	0	1262	17	1262	17
Mineral	18.Nis.22	0	0	1262	17	1262	17
Mineral	19.Nis.22	0	0	1262	17	1262	17
Mineral	20.Nis.22	0	0	1262	17	1262	17
Mineral	21.Nis.22	0	0	1262	17	1262	17
Mineral	22.Nis.22	0	0	1262	17	1262	17
Mineral	23.Nis.22	0	0	1262	17	1262	17
Mineral	24.Nis.22	0	0	1262	17	1262	17
Mineral	25.Nis.22	0	0	1262	17	1262	17
Mineral	26.Nis.22	0	0	1262	17	1262	17
Mineral	27.Nis.22	0	0	1262	17	1262	17
Mineral	28.Nis.22	0	0	1262	17	1262	17
Mineral	29.Nis.22	0	0	1262	17	1262	17
Nye	1.Oca.22	0	0	5338	200	5338	200
Nye	2.Oca.22	0	0	5338	200	5338	200
Nye	3.Oca.22	11	0	5349	200	5349	200
Nye	4.Oca.22	33	0	5382	200	5382	200
Nye	5.Oca.22	37	0	5419	200	5419	200
Nye	6.Oca.22	29	0	5448	200	5448	200
Nye	7.Oca.22	22	0	5470	200	5470	200
Nye	8.Oca.22	0	0	5470	200	5470	200
Nye	9.Oca.22	0	0	5470	200	5470	200
Nye	10.Oca.22	15	0	5485	200	5485	200
Nye	11.Oca.22	31	1	5516	201	5516	201
Nye	12.Oca.22	94	1	5610	202	5610	202
Nye	13.Oca.22	0	0	5610	202	5610	202
Nye	14.Oca.22	99	0	5709	202	5709	202
Nye	15.Oca.22	0	0	5709	202	5709	202
Nye	16.Oca.22	0	0	5709	202	5709	202
Nye	17.Oca.22	0	0	5709	202	5709	202
Nye	18.Oca.22	103	2	5812	204	5812	204
Nye	19.Oca.22	0	1	5812	205	5812	205
Nye	20.Oca.22	166	0	5978	205	5978	205
Nye	21.Oca.22	27	3	6005	208	6005	208
Nye	22.Oca.22	0	0	6005	208	6005	208
Nye	23.Oca.22	0	0	6005	208	6005	208
Nye	24.Oca.22	56	1	6061	209	6061	209
Nye	25.Oca.22	47	0	6108	209	6108	209
Nye	26.Oca.22	44	0	6152	209	6152	209
Nye	27.Oca.22	77	0	6229	209	6229	209
Nye	28.Oca.22	53	0	6282	209	6282	209
Nye	29.Oca.22	0	0	6282	209	6282	209
Nye	30.Oca.22	0	0	6282	209	6282	209
Nye	31.Oca.22	29	2	6311	211	6311	211
Nye	1.Þub.22	67	1	6378	212	6378	212
Nye	2.Þub.22	103	0	6481	212	6481	212
Nye	3.Þub.22	10	2	6491	214	6491	214
Nye	4.Þub.22	56	0	6547	214	6547	214
Nye	5.Þub.22	0	0	6547	214	6547	214
Nye	6.Þub.22	0	0	6547	214	6547	214
Nye	7.Þub.22	19	2	6566	216	6566	216
Nye	8.Þub.22	33	1	6599	217	6599	217
Nye	9.Þub.22	47	0	6646	217	6646	217
Nye	10.Þub.22	37	2	6683	219	6683	219
Nye	11.Þub.22	35	2	6718	221	6718	221
Nye	12.Þub.22	0	0	6718	221	6718	221
Nye	13.Þub.22	0	0	6718	221	6718	221
Nye	14.Þub.22	8	0	6726	221	6726	221
Nye	15.Þub.22	14	2	6740	223	6740	223
Nye	16.Þub.22	27	0	6767	223	6767	223
Nye	17.Þub.22	15	0	6782	223	6782	223
Nye	18.Þub.22	7	2	6789	225	6789	225
Nye	19.Þub.22	0	0	6789	225	6789	225
Nye	20.Þub.22	0	0	6789	225	6789	225
Nye	21.Þub.22	0	0	6789	225	6789	225
Nye	22.Þub.22	23	0	6812	225	6812	225
Nye	23.Þub.22	48	1	6860	226	6860	226
Nye	24.Þub.22	35	5	6895	231	6895	231
Nye	25.Þub.22	19	1	6914	232	6914	232
Nye	26.Þub.22	0	0	6914	232	6914	232
Nye	27.Þub.22	0	0	6914	232	6914	232
Nye	28.Þub.22	11	0	6925	232	6925	232
Nye	1.Mar.22	7	0	6932	232	6932	232
Nye	2.Mar.22	5	1	6937	233	6937	233
Nye	3.Mar.22	2	0	6939	233	6939	233
Nye	4.Mar.22	10	0	6949	233	6949	233
Nye	5.Mar.22	0	0	6949	233	6949	233
Nye	6.Mar.22	0	0	6949	233	6949	233
Nye	7.Mar.22	4	0	6953	233	6953	233
Nye	8.Mar.22	1	0	6954	233	6954	233
Nye	9.Mar.22	0	1	6954	234	6954	234
Nye	10.Mar.22	4	0	6958	234	6958	234
Nye	11.Mar.22	2	1	6960	235	6960	235
Nye	12.Mar.22	0	0	6960	235	6960	235
Nye	13.Mar.22	0	0	6960	235	6960	235
Nye	14.Mar.22	0	0	6960	235	6960	235
Nye	15.Mar.22	0	0	6960	235	6960	235
Nye	16.Mar.22	481	0	7441	235	7441	235
Nye	17.Mar.22	0	0	7441	235	7441	235
Nye	18.Mar.22	0	0	7441	235	7441	235
Nye	19.Mar.22	0	0	7441	235	7441	235
Nye	20.Mar.22	0	0	7441	235	7441	235
Nye	21.Mar.22	0	0	7441	235	7441	235
Nye	22.Mar.22	0	0	7441	235	7441	235
Nye	23.Mar.22	7	2	7448	237	7448	237
Nye	24.Mar.22	0	0	7448	237	7448	237
Nye	25.Mar.22	0	0	7448	237	7448	237
Nye	26.Mar.22	0	0	7448	237	7448	237
Nye	27.Mar.22	0	0	7448	237	7448	237
Nye	28.Mar.22	0	0	7448	237	7448	237
Nye	29.Mar.22	0	0	7448	237	7448	237
Nye	30.Mar.22	9	2	7457	239	7457	239
Nye	31.Mar.22	0	0	7457	239	7457	239
Nye	1.Nis.22	0	0	7457	239	7457	239
Nye	2.Nis.22	0	0	7457	239	7457	239
Nye	3.Nis.22	0	0	7457	239	7457	239
Nye	4.Nis.22	0	0	7457	239	7457	239
Nye	5.Nis.22	0	0	7457	239	7457	239
Nye	6.Nis.22	2	0	7459	239	7459	239
Nye	7.Nis.22	0	0	7459	239	7459	239
Nye	8.Nis.22	0	0	7459	239	7459	239
Nye	9.Nis.22	0	0	7459	239	7459	239
Nye	10.Nis.22	0	0	7459	239	7459	239
Nye	11.Nis.22	0	0	7459	239	7459	239
Nye	12.Nis.22	0	0	7459	239	7459	239
Nye	13.Nis.22	4	0	7463	239	7463	239
Nye	14.Nis.22	0	0	7463	239	7463	239
Nye	15.Nis.22	0	0	7463	239	7463	239
Nye	16.Nis.22	0	0	7463	239	7463	239
Nye	17.Nis.22	0	0	7463	239	7463	239
Nye	18.Nis.22	0	0	7463	239	7463	239
Nye	19.Nis.22	0	0	7463	239	7463	239
Nye	20.Nis.22	10	2	7473	241	7473	241
Nye	21.Nis.22	0	0	7473	241	7473	241
Nye	22.Nis.22	0	0	7473	241	7473	241
Nye	23.Nis.22	0	0	7473	241	7473	241
Nye	24.Nis.22	0	0	7473	241	7473	241
Nye	25.Nis.22	0	0	7473	241	7473	241
Nye	26.Nis.22	0	0	7473	241	7473	241
Nye	27.Nis.22	12	0	7485	241	7485	241
Nye	28.Nis.22	0	0	7485	241	7485	241
Nye	29.Nis.22	0	0	7485	241	7485	241
Pershing	1.Oca.22	0	0	1209	29	1209	29
Pershing	2.Oca.22	0	0	1209	29	1209	29
Pershing	3.Oca.22	4	0	1213	29	1213	29
Pershing	4.Oca.22	1	0	1214	29	1214	29
Pershing	5.Oca.22	0	0	1214	29	1214	29
Pershing	6.Oca.22	0	0	1214	29	1214	29
Pershing	7.Oca.22	10	0	1224	29	1224	29
Pershing	8.Oca.22	0	0	1224	29	1224	29
Pershing	9.Oca.22	0	0	1224	29	1224	29
Pershing	10.Oca.22	6	0	1230	29	1230	29
Pershing	11.Oca.22	0	0	1230	29	1230	29
Pershing	12.Oca.22	8	0	1238	29	1238	29
Pershing	13.Oca.22	0	0	1238	29	1238	29
Pershing	14.Oca.22	8	0	1246	29	1246	29
Pershing	15.Oca.22	0	0	1246	29	1246	29
Pershing	16.Oca.22	0	0	1246	29	1246	29
Pershing	17.Oca.22	0	0	1246	29	1246	29
Pershing	18.Oca.22	3	0	1249	29	1249	29
Pershing	19.Oca.22	13	0	1262	29	1262	29
Pershing	20.Oca.22	6	0	1268	29	1268	29
Pershing	21.Oca.22	0	0	1268	29	1268	29
Pershing	22.Oca.22	0	0	1268	29	1268	29
Pershing	23.Oca.22	0	0	1268	29	1268	29
Pershing	24.Oca.22	18	0	1286	29	1286	29
Pershing	25.Oca.22	9	0	1295	29	1295	29
Pershing	26.Oca.22	17	0	1312	29	1312	29
Pershing	27.Oca.22	9	0	1321	29	1321	29
Pershing	28.Oca.22	0	0	1321	29	1321	29
Pershing	29.Oca.22	0	0	1321	29	1321	29
Pershing	30.Oca.22	0	0	1321	29	1321	29
Pershing	31.Oca.22	12	0	1333	29	1333	29
Pershing	1.Þub.22	5	0	1338	29	1338	29
Pershing	2.Þub.22	0	0	1338	29	1338	29
Pershing	3.Þub.22	30	0	1368	29	1368	29
Pershing	4.Þub.22	0	0	1368	29	1368	29
Pershing	5.Þub.22	0	0	1368	29	1368	29
Pershing	6.Þub.22	0	0	1368	29	1368	29
Pershing	7.Þub.22	12	0	1380	29	1380	29
Pershing	8.Þub.22	2	0	1382	29	1382	29
Pershing	9.Þub.22	3	0	1385	29	1385	29
Pershing	10.Þub.22	0	0	1385	29	1385	29
Pershing	11.Þub.22	2	0	1387	29	1387	29
Pershing	12.Þub.22	0	0	1387	29	1387	29
Pershing	13.Þub.22	0	0	1387	29	1387	29
Pershing	14.Þub.22	0	0	1387	29	1387	29
Pershing	15.Þub.22	0	0	1387	29	1387	29
Pershing	16.Þub.22	0	0	1387	29	1387	29
Pershing	17.Þub.22	0	0	1387	29	1387	29
Pershing	18.Þub.22	3	0	1390	29	1390	29
Pershing	19.Þub.22	0	0	1390	29	1390	29
Pershing	20.Þub.22	0	0	1390	29	1390	29
Pershing	21.Þub.22	0	0	1390	29	1390	29
Pershing	22.Þub.22	9	0	1399	29	1399	29
Pershing	23.Þub.22	0	0	1399	29	1399	29
Pershing	24.Þub.22	2	0	1401	29	1401	29
Pershing	25.Þub.22	0	0	1401	29	1401	29
Pershing	26.Þub.22	0	0	1401	29	1401	29
Pershing	27.Þub.22	0	0	1401	29	1401	29
Pershing	28.Þub.22	0	0	1401	29	1401	29
Pershing	1.Mar.22	0	0	1401	29	1401	29
Pershing	2.Mar.22	0	0	1401	29	1401	29
Pershing	3.Mar.22	8	0	1409	29	1409	29
Pershing	4.Mar.22	0	0	1409	29	1409	29
Pershing	5.Mar.22	0	0	1409	29	1409	29
Pershing	6.Mar.22	0	0	1409	29	1409	29
Pershing	7.Mar.22	0	0	1409	29	1409	29
Pershing	8.Mar.22	0	0	1409	29	1409	29
Pershing	9.Mar.22	0	0	1409	29	1409	29
Pershing	10.Mar.22	7	0	1416	29	1416	29
Pershing	11.Mar.22	0	0	1416	29	1416	29
Pershing	12.Mar.22	0	0	1416	29	1416	29
Pershing	13.Mar.22	0	0	1416	29	1416	29
Pershing	14.Mar.22	0	0	1416	29	1416	29
Pershing	15.Mar.22	0	0	1416	29	1416	29
Pershing	16.Mar.22	704	0	2120	29	2120	29
Pershing	17.Mar.22	0	0	2120	29	2120	29
Pershing	18.Mar.22	0	0	2120	29	2120	29
Pershing	19.Mar.22	0	0	2120	29	2120	29
Pershing	20.Mar.22	0	0	2120	29	2120	29
Pershing	21.Mar.22	0	0	2120	29	2120	29
Pershing	22.Mar.22	0	0	2120	29	2120	29
Pershing	23.Mar.22	7	0	2127	29	2127	29
Pershing	24.Mar.22	0	0	2127	29	2127	29
Pershing	25.Mar.22	0	0	2127	29	2127	29
Pershing	26.Mar.22	0	0	2127	29	2127	29
Pershing	27.Mar.22	0	0	2127	29	2127	29
Pershing	28.Mar.22	0	0	2127	29	2127	29
Pershing	29.Mar.22	0	0	2127	29	2127	29
Pershing	30.Mar.22	1	0	2128	29	2128	29
Pershing	31.Mar.22	0	0	2128	29	2128	29
Pershing	1.Nis.22	0	0	2128	29	2128	29
Pershing	2.Nis.22	0	0	2128	29	2128	29
Pershing	3.Nis.22	0	0	2128	29	2128	29
Pershing	4.Nis.22	0	0	2128	29	2128	29
Pershing	5.Nis.22	0	0	2128	29	2128	29
Pershing	6.Nis.22	0	0	2128	29	2128	29
Pershing	7.Nis.22	0	0	2128	29	2128	29
Pershing	8.Nis.22	0	0	2128	29	2128	29
Pershing	9.Nis.22	0	0	2128	29	2128	29
Pershing	10.Nis.22	0	0	2128	29	2128	29
Pershing	11.Nis.22	0	0	2128	29	2128	29
Pershing	12.Nis.22	0	0	2128	29	2128	29
Pershing	13.Nis.22	1	0	2129	29	2129	29
Pershing	14.Nis.22	0	0	2129	29	2129	29
Pershing	15.Nis.22	0	0	2129	29	2129	29
Pershing	16.Nis.22	0	0	2129	29	2129	29
Pershing	17.Nis.22	0	0	2129	29	2129	29
Pershing	18.Nis.22	0	0	2129	29	2129	29
Pershing	19.Nis.22	0	0	2129	29	2129	29
Pershing	20.Nis.22	0	0	2129	29	2129	29
Pershing	21.Nis.22	0	0	2129	29	2129	29
Pershing	22.Nis.22	0	0	2129	29	2129	29
Pershing	23.Nis.22	0	0	2129	29	2129	29
Pershing	24.Nis.22	0	0	2129	29	2129	29
Pershing	25.Nis.22	0	0	2129	29	2129	29
Pershing	26.Nis.22	0	0	2129	29	2129	29
Pershing	27.Nis.22	0	0	2129	29	2129	29
Pershing	28.Nis.22	0	0	2129	29	2129	29
Pershing	29.Nis.22	0	0	2129	29	2129	29
Storey	1.Oca.22	0	0	240	8	240	8
Storey	2.Oca.22	0	0	240	8	240	8
Storey	3.Oca.22	0	0	240	8	240	8
Storey	4.Oca.22	4	0	244	8	244	8
Storey	5.Oca.22	0	0	244	8	244	8
Storey	6.Oca.22	3	0	247	8	247	8
Storey	7.Oca.22	3	0	250	8	250	8
Storey	8.Oca.22	0	0	250	8	250	8
Storey	9.Oca.22	0	0	250	8	250	8
Storey	10.Oca.22	2	0	252	8	252	8
Storey	11.Oca.22	2	0	254	8	254	8
Storey	12.Oca.22	-1	0	253	8	253	8
Storey	13.Oca.22	18	0	271	8	271	8
Storey	14.Oca.22	4	0	275	8	275	8
Storey	15.Oca.22	0	0	275	8	275	8
Storey	16.Oca.22	0	0	275	8	275	8
Storey	17.Oca.22	0	0	275	8	275	8
Storey	18.Oca.22	6	0	281	8	281	8
Storey	19.Oca.22	11	1	292	9	292	9
Storey	20.Oca.22	17	0	309	9	309	9
Storey	21.Oca.22	12	0	321	9	321	9
Storey	22.Oca.22	0	0	321	9	321	9
Storey	23.Oca.22	0	0	321	9	321	9
Storey	24.Oca.22	4	0	325	9	325	9
Storey	25.Oca.22	-49	0	276	9	276	9
Storey	26.Oca.22	24	0	300	9	300	9
Storey	27.Oca.22	1	0	301	9	301	9
Storey	28.Oca.22	3	0	304	9	304	9
Storey	29.Oca.22	0	0	304	9	304	9
Storey	30.Oca.22	0	0	304	9	304	9
Storey	31.Oca.22	3	0	307	9	307	9
Storey	1.Þub.22	1	0	308	9	308	9
Storey	2.Þub.22	1	0	309	9	309	9
Storey	3.Þub.22	3	0	312	9	312	9
Storey	4.Þub.22	7	0	319	9	319	9
Storey	5.Þub.22	0	0	319	9	319	9
Storey	6.Þub.22	0	0	319	9	319	9
Storey	7.Þub.22	0	0	319	9	319	9
Storey	8.Þub.22	1	0	320	9	320	9
Storey	9.Þub.22	2	0	322	9	322	9
Storey	10.Þub.22	2	0	324	9	324	9
Storey	11.Þub.22	0	0	324	9	324	9
Storey	12.Þub.22	0	0	324	9	324	9
Storey	13.Þub.22	0	0	324	9	324	9
Storey	14.Þub.22	2	0	326	9	326	9
Storey	15.Þub.22	1	0	327	9	327	9
Storey	16.Þub.22	8	0	335	9	335	9
Storey	17.Þub.22	3	0	338	9	338	9
Storey	18.Þub.22	1	0	339	9	339	9
Storey	19.Þub.22	0	0	339	9	339	9
Storey	20.Þub.22	0	0	339	9	339	9
Storey	21.Þub.22	0	0	339	9	339	9
Storey	22.Þub.22	0	0	339	9	339	9
Storey	23.Þub.22	-1	0	338	9	338	9
